Cluster,logAge50,Nstars,mean_30,mean_35,mean_39,mean_45,mean_50,mean_55,freqratio_20,freqratio_25,freqratio_30,freqratio_35,freqratio_39,freqratio_45,freqratio_50,freqratio_55
NGC_5288,8.52747679,197,-7.550023410435295,-3.6937040461373245,3.7012549572652844,11.504710449435727,24.220617334976513,17.85456713038388,0.2870173011475053,0.1983942679438156,-0.0303540931288874,0.0134282979367907,0.960294370326788,-0.2504374875124526,-0.6307949367883038,-0.6587435323274071
Ryu_089,8.36242867,172,-7.501858917011346,-12.185080893274113,-12.420266117507547,-3.9467678984889907,12.204069247554353,26.233570729596476,0.5039243881632923,0.5003464232795867,0.2775716725496889,0.5326765621805853,-0.0397056296732112,-0.0182124558773326,0.0016551334469139,-16.667228357751096
UBC_528,8.45865583,64,-7.463379310530924,-9.391204115941692,-5.269601020695157,8.831417035671393,10.676588074450295,29.020168055191032,0.3129439447421415,0.2093617491094949,-0.0303540931288874,0.0134282979367907,-0.0397056296732112,-0.021014372166153,-0.4991724332765429,-2.2222690298125913
Theia_771,8.51320791,66,-7.422249437539846,-5.486606259411776,2.9213261821704966,14.845618665726121,29.17874995945646,12.476148288763962,0.2696309583840363,0.1533652285922903,-0.0303540931288874,0.0134282979367907,-0.9436761926405328,-0.4921788564882754,-0.5992551899488887,-0.6515279172216157
Ruprecht_101,8.764956,430,-7.417254324016393,0.5615675949548162,-4.259026981994482,-2.7608066923804695,10.992105593392507,11.26589707599144,0.2925368646311112,0.1669587490396515,-0.0260177941104749,0.0120854681431116,-0.0363968272004436,-0.0182124558773326,-0.4769655477371978,-40.66722835775109
NGC_6568,8.74475956,244,-7.391291170423888,3.3171856398330593,6.034071192729673,16.389476108994437,25.704590357059793,21.195409655902388,0.2786650384474075,0.163748003865812,-0.0303540931288874,0.0134282979367907,-1.0436761926405325,-0.4909274735263994,-0.4992159894198827,-0.6515279172216157
HSC_1355,9.18315077,532,-7.326006442249965,-1.7844638096198853,-0.7341497728355204,-0.8366418322763838,-0.6351150532041563,0.22526030257632032,-0.5576166078364437,-0.530318987436111,-0.5252638725471603,-0.5097216748350996,-0.8727414973716188,-1.0783857530399996,-1.2748347447570878,-1.4712837364741755
UBC_276,8.62669277,70,-7.31213420909353,-9.4411925494275,-6.870890707129625,4.1420161409874785,10.776455020616238,34.35101948585386,0.2696309583840363,0.5011458616170942,-0.0260177941104749,0.0134282979367907,-0.0397056296732112,14.726813161840017,-0.5127083134582581,-0.6434239152965371
NGC_4349,8.54597855,910,-7.281061702082865,-4.468907902097372,3.883929494952954,12.131229833662736,27.042897188896433,6.875011217903077,0.5081506523391455,0.5367783000730161,-0.0260177941104749,0.0134282979367907,0.9563238073594676,-0.5091062279386663,-0.5992551899488887,-0.6666797292500254
Theia_4482,8.75013685,41,-7.237479429325751,-17.324957771666543,-6.895740543537432,3.477294856342598,29.727017820753687,56.37046080023754,0.3832664360678561,0.3073556600146033,0.2851763759072146,0.4747236454287412,-0.0397056296732112,-0.0182124558773326,0.0016551334469139,18.332771642248908
Ruprecht_112,8.51039648,657,-7.20092317899192,-8.2828141985298,-6.308897985242827,4.188500923503279,9.831193740266947,30.188863394270548,0.2925368646311112,0.4730497889456792,-0.0260177941104749,0.0134282979367907,-0.0397056296732112,0.5395746181238715,-0.5602489658037938,-0.6434239152965371
UBC_1004,8.37456894,707,-7.177261491220957,-12.039403063381132,-8.052633841870438,13.51796535001562,27.29841170631259,28.79832248344814,0.3973509431101095,0.3127068916808642,0.2443879927432035,0.1858007194925147,0.9514708970660748,-0.0195133455828564,0.9353194934696304,-1.4368009778534858
UBC_324,8.42633581,391,-7.150772147121792,-11.176126837380778,-11.626156415533385,-10.083266555072159,-3.1716801496760243,18.338447018428443,0.3425748637426743,0.2543425606724955,0.1347909558832184,0.0134282979367907,-0.0363968272004436,-0.0182124558773326,0.0017524942379088,-19.667228357751092
NGC_6645,8.60393381,559,-7.145012420967092,-1.4001028199975016,6.139929173571021,16.58763941927932,25.31779793477431,27.95752361864567,0.3129439447421415,0.4797873417092593,0.5244519570174363,0.0134282979367907,-1.0436761926405325,-0.4901385581808691,-0.5120566050757832,-0.6434239152965371
Theia_1661,8.37384653,2620,-7.13879831433374,-10.070253377082143,-8.125387759746685,6.800151449304288,20.360916399857487,26.155004658850352,0.4943513129572114,0.3016896500150327,0.5102540464911831,0.5060427340715561,-0.9487965387641204,-0.0195133455828564,0.0018620251277781,20.332771642248908
